 (5.784589530394136370e-01+0.000000000000000000e+00j), (-2.072629190426633627e-01-7.014370450682939906e-02j), (-9.562153026494685237e-03+4.425773390328856527e-01j)
 (-2.072629190426633627e-01+7.014370450682939906e-02j), (8.276828743069836181e-02+0.000000000000000000e+00j), (-5.024061636393671593e-02-1.597357868538930303e-01j)
 (-9.562153026494685237e-03-4.425773390328856527e-01j), (-5.024061636393671593e-02+1.597357868538930303e-01j), (3.387727595298877792e-01+0.000000000000000000e+00j)
