 (9.939193298284780820e-01+0.000000000000000000e+00j), (5.186593345625689633e-02-1.681419345662546472e-02j), (5.379745376200829876e-02-1.329426325997774133e-02j)
 (5.186593345625689633e-02+1.681419345662546472e-02j), (5.111078103185747734e-01+0.000000000000000000e+00j), (-4.956340972690557178e-01-3.536475674070296837e-02j)
 (5.379745376200829876e-02+1.329426325997774133e-02j), (-4.956340972690557178e-01+3.536475674070296837e-02j), (4.949728598529467005e-01+0.000000000000000000e+00j)
